LoanID,LoanType,LoanPurpose,EmploymentType,OriginationDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,BranchName,Region,State,BranchManager,LoanStatus,DaysDelinquent,MonthlyPayment,AgingBucket,DelinquencyFlag,DefaultFlag,CreditScore,CreditBand,PreviousDefaults,MonthlyIncome,BureauSource,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,DTI_Ratio,AnnualInterestIncome
LN-04141,Fixed 30-Year,Purchase,Retired,2018-03-07,2018,Q1-2018,197000.0,6.65,30,Boston Branch,East,MA,Patricia Cole,Current,0,1264.67,0-Current,0,0,749,Good (700-749),0,5828.0,Equifax,Multi-Family,303000.0,0.65,Low (<70%),MA,0.217,13101.0
LN-04142,ARM 7/1,Purchase,Contract,2023-12-26,2023,Q4-2023,227000.0,7.91,15,Phoenix Branch,West,AZ,Rachel Torres,30 DPD,44,2157.55,1-30 DPD,1,0,831,Excellent (750+),0,9144.0,Experian,Condo,339000.0,0.67,Low (<70%),GA,0.236,17956.0
LN-04143,Fixed 15-Year,Purchase,Contract,2020-03-10,2020,Q1-2020,800000.0,7.69,15,Los Angeles Branch,West,CA,Amy Zhang,Current,0,7502.74,0-Current,0,0,730,Good (700-749),0,21546.0,TransUnion,Multi-Family,941000.0,0.85,Medium (70-85%),MD,0.348,61520.0
LN-04144,Fixed 30-Year,Purchase,Retired,2019-05-21,2019,Q2-2019,510000.0,6.72,30,Philadelphia Branch,East,PA,Robert Simmons,Current,0,3297.69,0-Current,0,0,724,Good (700-749),0,15909.0,Experian,Townhouse,607000.0,0.84,Medium (70-85%),OH,0.207,34272.0
LN-04145,ARM 5/1,Home Equity,Contract,2019-07-06,2019,Q3-2019,343000.0,8.24,15,Los Angeles Branch,West,CA,Amy Zhang,90 DPD,119,3325.59,3-90 DPD,1,0,500,Poor (<650),0,14707.0,Equifax,Single Family,536000.0,0.64,Low (<70%),NV,0.226,28263.0
LN-04146,ARM 5/1,Purchase,Contract,2022-05-18,2022,Q2-2022,865000.0,3.72,15,Indianapolis Branch,Central,IN,Christopher Lee,90 DPD,109,6277.61,3-90 DPD,1,0,500,Poor (<650),0,11390.0,Experian,Single Family,1201000.0,0.72,Medium (70-85%),IL,0.551,32178.0
LN-04147,ARM 5/1,Cash-Out Refinance,Contract,2021-01-11,2021,Q1-2021,333000.0,6.12,15,Albany Branch,North,NY,Sarah Mitchell,Current,0,2831.68,0-Current,0,0,731,Good (700-749),0,12330.0,Equifax,Condo,555000.0,0.6,Low (<70%),PA,0.23,20380.0
LN-04148,Fixed 15-Year,Purchase,Salaried,2022-08-19,2022,Q3-2022,598000.0,7.57,15,Detroit Branch,Central,MI,Brian Johnson,30 DPD,49,5567.35,1-30 DPD,1,0,692,Fair (650-699),0,17439.0,Equifax,Multi-Family,831000.0,0.72,Medium (70-85%),MA,0.319,45269.0
LN-04149,Fixed 30-Year,Cash-Out Refinance,Retired,2023-07-05,2023,Q3-2023,209000.0,5.99,30,Los Angeles Branch,West,CA,Amy Zhang,Current,0,1251.72,0-Current,0,0,658,Fair (650-699),0,19456.0,Equifax,Single Family,290000.0,0.72,Medium (70-85%),NC,0.064,12519.0
LN-04150,Fixed 30-Year,Purchase,Self-Employed,2019-06-26,2019,Q2-2019,378000.0,8.39,30,Miami Branch,South,FL,Carlos Rivera,Current,0,2877.08,0-Current,0,0,719,Good (700-749),0,15768.0,Experian,Condo,440000.0,0.86,High (>85%),PA,0.182,31714.0
LN-04151,Fixed 30-Year,Cash-Out Refinance,Contract,2021-10-31,2021,Q4-2021,868000.0,5.12,30,Atlanta Branch,South,GA,Angela Brooks,Current,0,4723.48,0-Current,0,0,695,Fair (650-699),0,17721.0,Equifax,Multi-Family,964000.0,0.9,High (>85%),MD,0.267,44442.0
LN-04152,Fixed 30-Year,Refinance,Salaried,2021-06-19,2021,Q2-2021,343000.0,7.85,30,Buffalo Branch,North,NY,James Carlson,90 DPD,92,2481.04,3-90 DPD,1,0,672,Fair (650-699),2,4767.0,TransUnion,Condo,497000.0,0.69,Low (<70%),OH,0.52,26926.0
LN-04153,Fixed 30-Year,Purchase,Retired,2019-09-08,2019,Q3-2019,864000.0,3.56,30,Miami Branch,South,FL,Carlos Rivera,Current,0,3908.74,0-Current,0,0,706,Good (700-749),0,16846.0,TransUnion,Multi-Family,1016000.0,0.85,Medium (70-85%),CA,0.232,30758.0
LN-04154,Fixed 30-Year,Purchase,Retired,2019-05-03,2019,Q2-2019,709000.0,4.29,30,Charlotte Branch,South,NC,Michael Hayes,Current,0,3504.48,0-Current,0,0,640,Poor (<650),1,6826.0,Equifax,Single Family,945000.0,0.75,Medium (70-85%),NJ,0.513,30416.0
LN-04155,Fixed 30-Year,Refinance,Self-Employed,2021-03-26,2021,Q1-2021,868000.0,6.68,30,Albany Branch,North,NY,Sarah Mitchell,30 DPD,36,5589.5,1-30 DPD,1,0,779,Excellent (750+),0,20800.0,Equifax,Condo,1523000.0,0.57,Low (<70%),NV,0.269,57982.0
LN-04156,Fixed 15-Year,Cash-Out Refinance,Retired,2018-12-15,2018,Q4-2018,663000.0,3.29,15,Atlanta Branch,South,GA,Angela Brooks,Current,0,4671.59,0-Current,0,0,682,Fair (650-699),0,15828.0,TransUnion,Townhouse,1184000.0,0.56,Low (<70%),TX,0.295,21813.0
LN-04157,Fixed 15-Year,Purchase,Salaried,2018-11-04,2018,Q4-2018,730000.0,4.77,15,Charlotte Branch,South,NC,Michael Hayes,90 DPD,91,5685.71,3-90 DPD,1,0,643,Poor (<650),0,20973.0,TransUnion,Townhouse,859000.0,0.85,Medium (70-85%),GA,0.271,34821.0
LN-04158,ARM 7/1,Refinance,Contract,2020-03-17,2020,Q1-2020,478000.0,4.47,15,Detroit Branch,Central,MI,Brian Johnson,Current,0,3649.34,0-Current,0,0,661,Fair (650-699),0,11058.0,Experian,Single Family,683000.0,0.7,Low (<70%),MI,0.33,21367.0
LN-04159,Fixed 15-Year,Purchase,Self-Employed,2021-05-29,2021,Q2-2021,526000.0,7.04,15,Las Vegas Branch,West,NV,Steven Park,Current,0,4739.61,0-Current,0,0,648,Poor (<650),0,26632.0,Experian,Townhouse,548000.0,0.96,High (>85%),MA,0.178,37030.0
LN-04160,Fixed 30-Year,Purchase,Salaried,2020-06-07,2020,Q2-2020,515000.0,4.5,30,Rochester Branch,North,NY,Tom Henderson,Current,0,2609.43,0-Current,0,0,706,Good (700-749),0,21280.0,TransUnion,Single Family,572000.0,0.9,High (>85%),NJ,0.123,23175.0
LN-04161,Fixed 15-Year,Purchase,Retired,2024-05-10,2024,Q2-2024,867000.0,7.67,15,Rochester Branch,North,NY,Tom Henderson,90 DPD,106,8121.18,3-90 DPD,1,0,648,Poor (<650),0,4121.0,Experian,Condo,1239000.0,0.7,Low (<70%),NJ,1.971,66499.0
LN-04162,Fixed 30-Year,Cash-Out Refinance,Retired,2022-11-18,2022,Q4-2022,460000.0,7.5,30,San Diego Branch,West,CA,Kevin Nguyen,Current,0,3216.39,0-Current,0,0,738,Good (700-749),0,23697.0,TransUnion,Townhouse,561000.0,0.82,Medium (70-85%),NC,0.136,34500.0
LN-04163,Fixed 30-Year,Cash-Out Refinance,Contract,2021-11-21,2021,Q4-2021,877000.0,7.52,30,Chicago Branch,Central,IL,Nancy Williams,30 DPD,53,6144.13,1-30 DPD,1,0,678,Fair (650-699),0,19294.0,Equifax,Townhouse,997000.0,0.88,High (>85%),PA,0.318,65950.0
LN-04164,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2023-07-17,2023,Q3-2023,859000.0,4.04,15,Philadelphia Branch,East,PA,Robert Simmons,Current,0,6371.15,0-Current,0,0,553,Poor (<650),0,4755.0,Equifax,Multi-Family,954000.0,0.9,High (>85%),MI,1.34,34704.0
LN-04165,Fixed 30-Year,Purchase,Salaried,2020-04-09,2020,Q2-2020,232000.0,6.77,30,Philadelphia Branch,East,PA,Robert Simmons,Current,0,1507.83,0-Current,0,0,665,Fair (650-699),1,26270.0,Experian,Condo,305000.0,0.76,Medium (70-85%),OH,0.057,15706.0
LN-04166,Fixed 15-Year,Purchase,Self-Employed,2021-09-18,2021,Q3-2021,701000.0,6.29,15,Chicago Branch,Central,IL,Nancy Williams,Current,0,6025.83,0-Current,0,0,763,Excellent (750+),0,13119.0,Equifax,Condo,1062000.0,0.66,Low (<70%),MA,0.459,44093.0
LN-04167,Fixed 30-Year,Home Equity,Self-Employed,2023-09-24,2023,Q3-2023,534000.0,6.15,30,Newark Branch,East,NJ,Jennifer Walsh,Current,0,3253.28,0-Current,0,0,676,Fair (650-699),0,7594.0,TransUnion,Single Family,703000.0,0.76,Medium (70-85%),PA,0.428,32841.0
LN-04168,Fixed 30-Year,Refinance,Self-Employed,2022-04-01,2022,Q2-2022,468000.0,5.34,30,Boston Branch,East,MA,Patricia Cole,Current,0,2610.46,0-Current,0,0,680,Fair (650-699),0,15799.0,Experian,Condo,632000.0,0.74,Medium (70-85%),AZ,0.165,24991.0
LN-04169,ARM 7/1,Purchase,Self-Employed,2023-08-13,2023,Q3-2023,325000.0,7.14,15,Detroit Branch,Central,MI,Brian Johnson,Current,0,2946.69,0-Current,0,0,778,Excellent (750+),0,16150.0,TransUnion,Single Family,417000.0,0.78,Medium (70-85%),IL,0.182,23205.0
LN-04170,Fixed 30-Year,Refinance,Contract,2020-05-31,2020,Q2-2020,139000.0,7.88,30,Las Vegas Branch,West,NV,Steven Park,90 DPD,106,1008.33,3-90 DPD,1,0,576,Poor (<650),0,26606.0,Equifax,Multi-Family,224000.0,0.62,Low (<70%),GA,0.038,10953.0
LN-04171,Fixed 15-Year,Purchase,Salaried,2019-07-13,2019,Q3-2019,164000.0,7.52,15,Baltimore Branch,East,MD,David Kumar,Current,0,1522.16,0-Current,0,0,576,Poor (<650),0,17723.0,Experian,Multi-Family,169000.0,0.97,High (>85%),FL,0.086,12333.0
LN-04172,Fixed 30-Year,Purchase,Retired,2018-12-03,2018,Q4-2018,322000.0,8.19,30,Buffalo Branch,North,NY,James Carlson,Current,0,2405.51,0-Current,0,0,687,Fair (650-699),0,6188.0,TransUnion,Multi-Family,374000.0,0.86,High (>85%),FL,0.389,26372.0
LN-04173,Fixed 15-Year,Purchase,Retired,2018-12-01,2018,Q4-2018,180000.0,7.68,15,Albany Branch,North,NY,Sarah Mitchell,Current,0,1687.09,0-Current,0,0,661,Fair (650-699),0,3771.0,TransUnion,Townhouse,321000.0,0.56,Low (<70%),OH,0.447,13824.0
LN-04174,Fixed 15-Year,Purchase,Contract,2021-06-06,2021,Q2-2021,791000.0,5.35,15,Atlanta Branch,South,GA,Angela Brooks,Current,0,6400.34,0-Current,0,0,622,Poor (<650),1,23920.0,Equifax,Multi-Family,1146000.0,0.69,Low (<70%),IL,0.268,42319.0
LN-04175,ARM 7/1,Purchase,Salaried,2023-05-16,2023,Q2-2023,255000.0,6.52,15,Boston Branch,East,MA,Patricia Cole,Current,0,2224.13,0-Current,0,0,685,Fair (650-699),1,3711.0,TransUnion,Townhouse,425000.0,0.6,Low (<70%),GA,0.599,16626.0
LN-04176,Fixed 30-Year,Purchase,Contract,2023-01-21,2023,Q1-2023,751000.0,8.13,30,Baltimore Branch,East,MD,David Kumar,Current,0,5578.78,0-Current,0,0,739,Good (700-749),0,26887.0,Equifax,Condo,844000.0,0.89,High (>85%),FL,0.207,61056.0
LN-04177,Fixed 30-Year,Refinance,Retired,2020-04-23,2020,Q2-2020,156000.0,7.38,30,Indianapolis Branch,Central,IN,Christopher Lee,60 DPD,67,1077.98,2-60 DPD,1,0,699,Fair (650-699),0,22614.0,TransUnion,Townhouse,233000.0,0.67,Low (<70%),NV,0.048,11513.0
LN-04178,Fixed 30-Year,Refinance,Contract,2024-02-02,2024,Q1-2024,572000.0,5.25,30,Philadelphia Branch,East,PA,Robert Simmons,30 DPD,35,3158.61,1-30 DPD,1,0,724,Good (700-749),0,12916.0,Experian,Single Family,829000.0,0.69,Low (<70%),NV,0.245,30030.0
LN-04179,Fixed 15-Year,Purchase,Salaried,2023-05-05,2023,Q2-2023,509000.0,3.76,15,Syracuse Branch,North,NY,Linda Perez,Current,0,3704.09,0-Current,0,0,845,Excellent (750+),0,17978.0,Experian,Multi-Family,717000.0,0.71,Medium (70-85%),AZ,0.206,19138.0
LN-04180,Fixed 30-Year,Purchase,Contract,2020-11-11,2020,Q4-2020,550000.0,4.09,30,Atlanta Branch,South,GA,Angela Brooks,90 DPD,91,2654.4,3-90 DPD,1,0,603,Poor (<650),0,17712.0,Equifax,Multi-Family,598000.0,0.92,High (>85%),PA,0.15,22495.0
LN-04181,Fixed 30-Year,Home Equity,Self-Employed,2018-07-04,2018,Q3-2018,820000.0,6.46,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,5161.41,0-Current,0,0,722,Good (700-749),0,21417.0,Experian,Single Family,845000.0,0.97,High (>85%),GA,0.241,52972.0
LN-04182,Fixed 30-Year,Purchase,Salaried,2021-08-09,2021,Q3-2021,233000.0,8.04,30,Rochester Branch,North,NY,Tom Henderson,30 DPD,33,1716.17,1-30 DPD,1,0,659,Fair (650-699),0,13128.0,TransUnion,Condo,295000.0,0.79,Medium (70-85%),NJ,0.131,18733.0
LN-04183,Fixed 30-Year,Refinance,Self-Employed,2021-07-02,2021,Q3-2021,250000.0,3.9,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,1179.17,0-Current,0,0,632,Poor (<650),0,19834.0,TransUnion,Single Family,333000.0,0.75,Medium (70-85%),PA,0.059,9750.0
LN-04184,Fixed 15-Year,Purchase,Contract,2023-07-27,2023,Q3-2023,334000.0,5.84,15,Los Angeles Branch,West,CA,Amy Zhang,Current,0,2789.69,0-Current,0,0,653,Fair (650-699),0,27144.0,TransUnion,Multi-Family,539000.0,0.62,Low (<70%),MA,0.103,19506.0
LN-04185,Fixed 30-Year,Purchase,Salaried,2021-12-17,2021,Q4-2021,417000.0,8.74,30,Charlotte Branch,South,NC,Michael Hayes,Current,0,3277.56,0-Current,0,0,661,Fair (650-699),1,16805.0,Equifax,Multi-Family,707000.0,0.59,Low (<70%),TX,0.195,36446.0
LN-04186,Fixed 30-Year,Cash-Out Refinance,Salaried,2024-03-01,2024,Q1-2024,668000.0,4.14,30,Phoenix Branch,West,AZ,Rachel Torres,60 DPD,71,3243.28,2-60 DPD,1,0,728,Good (700-749),0,15905.0,Experian,Condo,915000.0,0.73,Medium (70-85%),IL,0.204,27655.0
LN-04187,ARM 5/1,Cash-Out Refinance,Contract,2020-05-20,2020,Q2-2020,609000.0,3.95,15,Miami Branch,South,FL,Carlos Rivera,Current,0,4489.46,0-Current,0,0,850,Excellent (750+),0,26441.0,Experian,Condo,684000.0,0.89,High (>85%),GA,0.17,24056.0
LN-04188,Fixed 30-Year,Purchase,Retired,2022-12-09,2022,Q4-2022,536000.0,4.69,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,2776.68,0-Current,0,0,642,Poor (<650),0,10761.0,TransUnion,Single Family,638000.0,0.84,Medium (70-85%),AZ,0.258,25138.0
LN-04189,Fixed 15-Year,Refinance,Retired,2021-05-11,2021,Q2-2021,242000.0,3.31,15,Tampa Branch,South,FL,Diana Foster,Current,0,1707.52,0-Current,0,0,666,Fair (650-699),0,23753.0,Experian,Condo,263000.0,0.92,High (>85%),GA,0.072,8010.0
LN-04190,ARM 7/1,Cash-Out Refinance,Contract,2018-05-31,2018,Q2-2018,433000.0,4.16,15,Columbus Branch,Central,OH,Melissa Brown,30 DPD,32,3237.68,1-30 DPD,1,0,694,Fair (650-699),0,22428.0,Equifax,Multi-Family,698000.0,0.62,Low (<70%),MD,0.144,18013.0
LN-04191,Fixed 30-Year,Purchase,Self-Employed,2020-08-06,2020,Q3-2020,304000.0,5.19,30,Los Angeles Branch,West,CA,Amy Zhang,30 DPD,38,1667.42,1-30 DPD,1,0,731,Good (700-749),0,22346.0,Experian,Multi-Family,524000.0,0.58,Low (<70%),NJ,0.075,15778.0
LN-04192,Fixed 30-Year,Refinance,Salaried,2021-02-09,2021,Q1-2021,359000.0,7.71,30,Boston Branch,East,MA,Patricia Cole,Current,0,2562.0,0-Current,0,0,721,Good (700-749),0,4292.0,Equifax,Townhouse,544000.0,0.66,Low (<70%),NJ,0.597,27679.0
LN-04193,Fixed 15-Year,Purchase,Retired,2021-12-10,2021,Q4-2021,885000.0,7.64,15,Chicago Branch,Central,IL,Nancy Williams,Current,0,8274.63,0-Current,0,0,802,Excellent (750+),0,11636.0,Experian,Single Family,1006000.0,0.88,High (>85%),MI,0.711,67614.0
LN-04194,Fixed 30-Year,Refinance,Contract,2024-04-01,2024,Q2-2024,399000.0,4.54,30,Rochester Branch,North,NY,Tom Henderson,30 DPD,41,2031.17,1-30 DPD,1,0,550,Poor (<650),0,25767.0,Equifax,Townhouse,665000.0,0.6,Low (<70%),MI,0.079,18115.0
LN-04195,Fixed 30-Year,Purchase,Salaried,2022-03-22,2022,Q1-2022,662000.0,8.41,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,5048.04,0-Current,0,0,550,Poor (<650),0,3646.0,TransUnion,Single Family,1141000.0,0.58,Low (<70%),FL,1.385,55674.0
LN-04196,Fixed 15-Year,Cash-Out Refinance,Retired,2024-03-12,2024,Q1-2024,555000.0,8.34,15,San Diego Branch,West,CA,Kevin Nguyen,60 DPD,87,5413.38,2-60 DPD,1,0,660,Fair (650-699),0,4218.0,TransUnion,Townhouse,638000.0,0.87,High (>85%),GA,1.283,46287.0
LN-04197,Fixed 30-Year,Home Equity,Self-Employed,2020-03-19,2020,Q1-2020,591000.0,6.0,30,Boston Branch,East,MA,Patricia Cole,Current,0,3543.34,0-Current,0,0,787,Excellent (750+),0,9890.0,Equifax,Condo,695000.0,0.85,Medium (70-85%),NV,0.358,35460.0
LN-04198,Fixed 30-Year,Purchase,Contract,2023-07-27,2023,Q3-2023,645000.0,5.1,30,San Diego Branch,West,CA,Kevin Nguyen,60 DPD,70,3502.03,2-60 DPD,1,0,574,Poor (<650),1,14188.0,TransUnion,Townhouse,977000.0,0.66,Low (<70%),NY,0.247,32895.0
LN-04199,Fixed 15-Year,Purchase,Contract,2020-05-08,2020,Q2-2020,471000.0,5.26,15,San Diego Branch,West,CA,Kevin Nguyen,Current,0,3788.74,0-Current,0,0,550,Poor (<650),0,13690.0,Equifax,Townhouse,512000.0,0.92,High (>85%),TX,0.277,24775.0
LN-04200,ARM 5/1,Refinance,Self-Employed,2018-10-26,2018,Q4-2018,333000.0,5.92,15,Tampa Branch,South,FL,Diana Foster,90 DPD,111,2795.67,3-90 DPD,1,0,656,Fair (650-699),1,25190.0,Experian,Multi-Family,462000.0,0.72,Medium (70-85%),CA,0.111,19714.0
LN-04201,Fixed 30-Year,Purchase,Contract,2021-05-04,2021,Q2-2021,529000.0,6.24,30,Detroit Branch,Central,MI,Brian Johnson,Default,345,3253.7,4-Default,1,1,651,Fair (650-699),2,3675.0,TransUnion,Townhouse,882000.0,0.6,Low (<70%),NJ,0.885,33010.0
LN-04202,Fixed 30-Year,Cash-Out Refinance,Salaried,2023-07-01,2023,Q3-2023,578000.0,3.32,30,Atlanta Branch,South,GA,Angela Brooks,Current,0,2537.75,0-Current,0,0,612,Poor (<650),0,6195.0,TransUnion,Townhouse,889000.0,0.65,Low (<70%),CA,0.41,19190.0
LN-04203,Fixed 30-Year,Purchase,Salaried,2019-03-12,2019,Q1-2019,141000.0,4.48,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,712.75,0-Current,0,0,621,Poor (<650),0,13242.0,Experian,Single Family,172000.0,0.82,Medium (70-85%),PA,0.054,6317.0
LN-04204,Fixed 30-Year,Refinance,Salaried,2023-08-08,2023,Q3-2023,243000.0,8.6,30,Philadelphia Branch,East,PA,Robert Simmons,Current,0,1885.71,0-Current,0,0,622,Poor (<650),0,11394.0,Equifax,Condo,405000.0,0.6,Low (<70%),MA,0.166,20898.0
LN-04205,Fixed 15-Year,Home Equity,Salaried,2023-11-19,2023,Q4-2023,151000.0,8.0,15,Columbus Branch,Central,OH,Melissa Brown,Default,216,1443.03,4-Default,1,1,649,Poor (<650),0,24904.0,TransUnion,Single Family,172000.0,0.88,High (>85%),CA,0.058,12080.0
LN-04206,ARM 5/1,Refinance,Salaried,2023-03-01,2023,Q1-2023,824000.0,4.63,15,Los Angeles Branch,West,CA,Amy Zhang,Current,0,6358.43,0-Current,0,0,649,Poor (<650),0,24698.0,Experian,Condo,1144000.0,0.72,Medium (70-85%),MI,0.257,38151.0
LN-04207,Fixed 15-Year,Purchase,Salaried,2023-05-26,2023,Q2-2023,153000.0,8.65,15,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,1520.13,0-Current,0,0,739,Good (700-749),2,4021.0,Equifax,Condo,273000.0,0.56,Low (<70%),NJ,0.378,13235.0
LN-04208,Fixed 15-Year,Purchase,Self-Employed,2020-08-04,2020,Q3-2020,549000.0,5.79,15,Phoenix Branch,West,AZ,Rachel Torres,Current,0,4570.72,0-Current,0,0,550,Poor (<650),0,6510.0,Experian,Condo,732000.0,0.75,Medium (70-85%),MI,0.702,31787.0
LN-04209,Fixed 15-Year,Purchase,Contract,2020-03-04,2020,Q1-2020,177000.0,7.66,15,Columbus Branch,Central,OH,Melissa Brown,Current,0,1656.95,0-Current,0,0,631,Poor (<650),0,5524.0,TransUnion,Condo,260000.0,0.68,Low (<70%),GA,0.3,13558.0
LN-04210,Fixed 15-Year,Refinance,Contract,2022-05-04,2022,Q2-2022,127000.0,6.05,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,1075.13,0-Current,0,0,609,Poor (<650),0,18699.0,Experian,Multi-Family,184000.0,0.69,Low (<70%),CA,0.057,7684.0
LN-04211,ARM 7/1,Purchase,Contract,2022-01-31,2022,Q1-2022,589000.0,5.83,15,Boston Branch,East,MA,Patricia Cole,Current,0,4916.38,0-Current,0,0,679,Fair (650-699),1,5962.0,Experian,Multi-Family,807000.0,0.73,Medium (70-85%),GA,0.825,34339.0
LN-04212,Fixed 30-Year,Purchase,Retired,2019-05-01,2019,Q2-2019,799000.0,5.82,30,Tampa Branch,South,FL,Diana Foster,Current,0,4698.34,0-Current,0,0,656,Fair (650-699),0,3825.0,Equifax,Single Family,1065000.0,0.75,Medium (70-85%),GA,1.228,46502.0
LN-04213,Fixed 30-Year,Refinance,Self-Employed,2020-04-22,2020,Q2-2020,871000.0,6.97,30,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,5777.25,0-Current,0,0,763,Excellent (750+),0,17803.0,Equifax,Townhouse,1361000.0,0.64,Low (<70%),FL,0.325,60709.0
LN-04214,Fixed 30-Year,Purchase,Contract,2021-10-25,2021,Q4-2021,872000.0,5.58,30,San Diego Branch,West,CA,Kevin Nguyen,90 DPD,102,4994.98,3-90 DPD,1,0,500,Poor (<650),0,8326.0,TransUnion,Multi-Family,1503000.0,0.58,Low (<70%),AZ,0.6,48658.0
LN-04215,Fixed 30-Year,Purchase,Retired,2023-04-27,2023,Q2-2023,700000.0,5.14,30,Syracuse Branch,North,NY,Linda Perez,Current,0,3817.87,0-Current,0,0,703,Good (700-749),1,12663.0,Equifax,Single Family,897000.0,0.78,Medium (70-85%),CA,0.301,35980.0
LN-04216,ARM 7/1,Cash-Out Refinance,Self-Employed,2021-04-16,2021,Q2-2021,473000.0,7.81,15,Los Angeles Branch,West,CA,Amy Zhang,Current,0,4468.51,0-Current,0,0,744,Good (700-749),0,24524.0,TransUnion,Multi-Family,488000.0,0.97,High (>85%),NJ,0.182,36941.0
LN-04217,Fixed 30-Year,Purchase,Contract,2022-04-17,2022,Q2-2022,805000.0,3.53,30,San Diego Branch,West,CA,Kevin Nguyen,Current,0,3628.3,0-Current,0,0,848,Excellent (750+),1,26522.0,Experian,Condo,1437000.0,0.56,Low (<70%),PA,0.137,28417.0
LN-04218,Fixed 15-Year,Refinance,Retired,2021-12-07,2021,Q4-2021,806000.0,7.46,15,Las Vegas Branch,West,NV,Steven Park,Current,0,7453.41,0-Current,0,0,661,Fair (650-699),0,26802.0,Equifax,Single Family,1104000.0,0.73,Medium (70-85%),MD,0.278,60128.0
LN-04219,Fixed 15-Year,Cash-Out Refinance,Retired,2020-11-28,2020,Q4-2020,618000.0,5.38,15,Newark Branch,East,NJ,Jennifer Walsh,90 DPD,105,5010.31,3-90 DPD,1,0,646,Poor (<650),0,5217.0,Experian,Multi-Family,772000.0,0.8,Medium (70-85%),MI,0.96,33248.0
LN-04220,Fixed 30-Year,Purchase,Contract,2020-09-04,2020,Q3-2020,770000.0,7.7,30,Syracuse Branch,North,NY,Linda Perez,60 DPD,80,5489.79,2-60 DPD,1,0,555,Poor (<650),1,18007.0,Experian,Townhouse,975000.0,0.79,Medium (70-85%),OH,0.305,59290.0
LN-04221,Fixed 15-Year,Refinance,Self-Employed,2018-04-07,2018,Q2-2018,668000.0,3.96,15,Newark Branch,East,NJ,Jennifer Walsh,Current,0,4927.74,0-Current,0,0,550,Poor (<650),0,12337.0,Experian,Condo,825000.0,0.81,Medium (70-85%),TX,0.399,26453.0
LN-04222,Fixed 30-Year,Refinance,Contract,2021-01-22,2021,Q1-2021,611000.0,6.33,30,Las Vegas Branch,West,NV,Steven Park,Current,0,3793.88,0-Current,0,0,767,Excellent (750+),0,14732.0,Equifax,Single Family,826000.0,0.74,Medium (70-85%),NJ,0.258,38676.0
LN-04223,Fixed 15-Year,Purchase,Retired,2020-08-28,2020,Q3-2020,292000.0,8.08,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,2804.01,0-Current,0,0,699,Fair (650-699),0,15599.0,Equifax,Townhouse,417000.0,0.7,Low (<70%),FL,0.18,23594.0
LN-04224,ARM 5/1,Purchase,Self-Employed,2023-11-21,2023,Q4-2023,107000.0,8.57,15,Detroit Branch,Central,MI,Brian Johnson,Current,0,1058.07,0-Current,0,0,794,Excellent (750+),0,8006.0,Equifax,Single Family,157000.0,0.68,Low (<70%),FL,0.132,9170.0
LN-04225,Fixed 30-Year,Purchase,Salaried,2020-02-12,2020,Q1-2020,518000.0,8.34,30,Tampa Branch,South,FL,Diana Foster,90 DPD,111,3924.38,3-90 DPD,1,0,526,Poor (<650),0,20604.0,Experian,Single Family,673000.0,0.77,Medium (70-85%),FL,0.19,43201.0
LN-04226,Fixed 15-Year,Refinance,Retired,2018-06-25,2018,Q2-2018,328000.0,7.32,15,San Diego Branch,West,CA,Kevin Nguyen,Current,0,3007.15,0-Current,0,0,741,Good (700-749),0,4817.0,Experian,Multi-Family,386000.0,0.85,Medium (70-85%),TX,0.624,24010.0
LN-04227,Fixed 30-Year,Purchase,Salaried,2021-01-30,2021,Q1-2021,456000.0,3.55,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,2060.39,0-Current,0,0,849,Excellent (750+),0,27207.0,Experian,Single Family,490000.0,0.93,High (>85%),NC,0.076,16188.0
LN-04228,Fixed 30-Year,Purchase,Salaried,2018-05-01,2018,Q2-2018,745000.0,7.14,30,Los Angeles Branch,West,CA,Amy Zhang,Current,0,5026.75,0-Current,0,0,733,Good (700-749),0,23181.0,Experian,Townhouse,793000.0,0.94,High (>85%),CA,0.217,53193.0
LN-04229,Fixed 30-Year,Refinance,Contract,2023-01-26,2023,Q1-2023,504000.0,8.03,30,Atlanta Branch,South,GA,Angela Brooks,Current,0,3708.72,0-Current,0,0,722,Good (700-749),0,15129.0,TransUnion,Multi-Family,615000.0,0.82,Medium (70-85%),GA,0.245,40471.0
LN-04230,ARM 5/1,Purchase,Contract,2022-10-16,2022,Q4-2022,838000.0,5.82,15,Tampa Branch,South,FL,Diana Foster,90 DPD,111,6990.29,3-90 DPD,1,0,647,Poor (<650),0,8867.0,Equifax,Condo,942000.0,0.89,High (>85%),PA,0.788,48772.0
